id;fecha;genero;edad;nivel_formacion;carrera_grado;tipo_universidad;pais;provincia;trabajo;rubro;dotacion;origen_capital;dotacion_rh;puesto;tipo_contratacion;jornada;funcion;personas_a_cargo;anios_en_empresa;anios_en_puesto;anios_experiencia;sueldo_bruto;beneficios;bono;ajuste;ajuste_porcentaje;ajuste_mes;otros_proyectos;erp;nombre_area;idioma_exigencia;idioma_porcentaje;satisfaccion;busqueda;beneficios_expectativa;pregunta_bizarra;rh_una_palabra;diversidad_sexual;libertad_ser;diversidad_management;lenguaje_inclusivo;discapacidad;linea_segura;sufrio_acoso;teletrabajo;retorno_plan;retorno_mes;retorno_decision;retorno_dias;modalidad_ingresos;retorno_satisfaccion;valoracion_gestion_pandemia;tipo_cambio;multiplicador;sueldo_ft;sueldo_dolar;cuenta
154;2021-10-25T17:29:39Z;Mujer cis;25 - 30;Universitario en curso;RRHH / RRLL / RRTT;Universidad Pública;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Tecnologías de información;1 - 50;Multinacional;1;Responsable;Indeterminado;Full time;Generalista;0;4;0;4;175000;Medicina prepaga / Plan de salud, Tarjeta de descuento, Horarios flexibles, Equipamiento ergonómico de teletrabajo, Home office, Idiomas, Reintegro en electricidad, Reintegros en capacitación;No recibo bono;2 ajustes;55;Agosto;No;No tenemos sistema de gestión;Recursos Humanos;No;0.3;4;No,  pero escucho ofertas;Co-working pago (estamos haciendo 100% HO), envío de snacks saludables, viernes flex;NA;Vocación;No;Totalmente de acuerdo;0.4;Totalmente de acuerdo;No tengo ninguna discapacidad;Si;No;Si;En evaluación;No esta definido;No aplica;No aplica;Teletrabajo;No aplica / Prefiero no responder;4;106.46;1;175000;1643.8098816456886;1
155;2021-10-25T17:33:45Z;Mujer cis;25 - 30;Universitario en curso;RRHH / RRLL / RRTT;Universidad Pública;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Tecnologías de información;51 - 100;Nacional;2;HRBP;Indeterminado;Full time;Generalista;0;0;0;3;90000;Medicina prepaga / Plan de salud, Licencias extendidas, Home office, Idiomas, Descuentos en instituciones educativas;No recibo bono;No tuve ajustes;40;Septiembre;No;No tenemos sistema de gestión;Talento Humano;No;0;4;No,  pero escucho ofertas;Viernes flex, más días de licencia;No lo sé;NA;No;De acuerdo;0.4;De acuerdo;No tengo ninguna discapacidad;No;Si;Si;Mixto;No esta definido;De común acuerdo;A elección de cada empleado;Teletrabajo;Algo satisfecho;4;106.46;1;90000;845.3879391320685;1
156;2021-10-25T18:06:15Z;Mujer cis;18 - 25;Universitario en curso;Administración de Empresas;Universidad Pública;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Servicios de salud;2.501 - 5.000;Nacional;21;Analista;Indeterminado;Full time;People Analytics;0;5;4;5;124000;Medicina prepaga / Plan de salud, Comedor / Almuerzos;No recibo bono;2 ajustes;30;Octubre;No;SAP / SuccessFactors;Dirección  de Personas;No;0;4;No,  pero escucho ofertas;Home office;NA;Gestión;No;Ni de acuerdo ni en desacuerdo;0.4;Totalmente en desacuerdo;No tengo ninguna discapacidad;No se;No;No;Presencial 100%;Ya volvimos 100%;De la empresa;No aplica;Presencial;Algo satisfecho;3;106.46;1;124000;1164.7567161375166;1
157;2021-10-25T18:44:08Z;Hombre cis;25 - 30;Universitario completo;RRHH / RRLL / RRTT;Universidad Privada;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Tecnologías de información;1 - 50;Nacional;2;Gerente;Indeterminado;Full time;Diseño Organizacional;1;0;0;9;350000;Medicina prepaga / Plan de salud, Abono de internet, Home office, Reintegros en capacitación;No recibo bono;No tuve ajustes;0;NA;Si, en emprendimiento relacionado con RRHH;Microsoft Dynamics;People;Si;0.4;4;No,  pero escucho ofertas;Bonificación por logro de objetivos;Si fueses un extraterrestre, ¿de que planeta vendría y como saludaría?;Estrategia;No;Totalmente de acuerdo;0.1;De acuerdo;No tengo ninguna discapacidad;No;No;Si;Remoto 100%;No aplica;De la empresa;A elección de cada empleado;Teletrabajo;No aplica / Prefiero no responder;5;106.46;1;350000;3287.6197632913772;1
159;2021-10-25T19:01:39Z;Mujer cis;25 - 30;Universitario en curso;RRHH / RRLL / RRTT;Universidad Pública;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Transporte (incluyendo aviación civil, ferrocarriles por carretera);51 - 100;Nacional;4;Analista;Indeterminado;Full time;Administración de Personal;0;0;0;4;70000;Home office, Idiomas;No recibo bono;1 solo;10;Septiembre;No;No tenemos sistema de gestión;Recursos Humanos;No;0;3;Sí, activamente;Mayor sueldo, prepaga y descuento en comida;No recuerdo;Receptor;Si;Totalmente en desacuerdo;0.7;Totalmente de acuerdo;No tengo ninguna discapacidad;No;No;NA;NA;NA;NA;NA;NA;NA;NA;106.46;1;70000;657.5239526582754;1
160;2021-10-25T19:18:26Z;Mujer cis;36 - 40;Diplomado de posgrado completo;RRHH / RRLL / RRTT;Universidad Privada;Argentina;Corrientes;Relación de Dependencia;Otros;51 - 100;Nacional;1;Responsable;Indeterminado;Full time;Generalista;0;10;3;17;150000;Medicina prepaga / Plan de salud, Horarios flexibles, Abono de celular, Abono de internet, Charter / Servicio de transporte, Combustible, Comedor / Almuerzos, Equipamiento ergonómico de teletrabajo, Frutas y snacks, Home office;No recibo bono;2 ajustes;32;Septiembre;Si, en emprendimiento no relacionado con RRHH;Meta4;Recursos Humanos;No;0;5;No,  pero escucho ofertas;NA;NA;Liderar;No;Totalmente de acuerdo;0.3;En desacuerdo;No tengo ninguna discapacidad;Si;No;Voy rotando entre la oficina y el teletrabajo;Mixto;Ya volvimos 100%;De la empresa;1 día;Presencial;Muy satisfecho;5;106.46;1;150000;1408.9798985534474;1
162;2021-10-25T19:47:43Z;Hombre cis;25 - 30;Universitario completo;RRHH / RRLL / RRTT;Universidad Pública;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Tecnologías de información;51 - 100;Nacional;8;Analista;Indeterminado;Full time;Compensaciones y beneficios;0;0;1;6;140000;Medicina prepaga / Plan de salud, Tarjeta de descuento, Abono de celular, Abono de internet, Combustible, Equipamiento ergonómico de teletrabajo;No recibo bono;1 solo;40;Octubre;No;Zoho;Capital Humano;No;0;4;No,  pero escucho ofertas;Sueldo 14 por permanencia;-;Experiencia;No;Totalmente de acuerdo;0.4;En desacuerdo;No tengo ninguna discapacidad;No;No;Voy rotando entre la oficina y el teletrabajo;En evaluación;No esta definido;De la empresa;4 días;Mixta;Algo insatisfecho;4;106.46;1;140000;1315.047905316551;1
163;2021-10-25T20:35:44Z;Hombre cis;31 - 35;Diplomado de posgrado en curso;Administración de Empresas;Universidad Privada;Argentina;Neuquén;Relación de Dependencia;Hotelería, restauración, turismo;101 - 250;Nacional;1;Responsable;Indeterminado;Full time;Generalista;0;0;0;10;138600;Horarios flexibles, Charter / Servicio de transporte, Comedor / Almuerzos, Frutas y snacks;No recibo bono;2 ajustes;25;Septiembre;Si, en emprendimiento no relacionado con RRHH;HC Work;Recursos Humanos;No;0;3;No,  pero escucho ofertas;Home Office;No recuerdo;Apoyo;Si;Totalmente de acuerdo;0.4;Ni de acuerdo ni en desacuerdo;No tengo ninguna discapacidad;No;No;No;Presencial 100%;Ya volvimos 100%;No aplica;No aplica;Presencial;Algo insatisfecho;3;106.46;1;138600;1301.8974262633853;1
164;2021-10-25T20:36:12Z;Mujer cis;31 - 35;Universitario completo;RRHH / RRLL / RRTT;Universidad Privada;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Tecnologías de información;101 - 250;Nacional;7;Jefe;Indeterminado;Full time;Generalista;6;4;1;15;200000;Medicina prepaga / Plan de salud, Horarios flexibles, Abono de celular, Abono de internet, Home office;Menos de un sueldo;2 ajustes;50;Octubre;No;No tenemos sistema de gestión;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;106.46;1;200000;1878.6398647379299;1
165;2021-10-25T20:37:13Z;Mujer cis;31 - 35;Universitario completo;RRHH / RRLL / RRTT;Universidad Pública;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Función pública;101 - 250;Nacional;6;Jefe;Indeterminado;Full time;Generalista;3;10;1;14;207000;Medicina prepaga / Plan de salud, Vacaciones extendidas, Licencias extendidas, Home office, Reintegro impuesto a las ganancias, días de trámite personal sin justificación, jornada especial post reincorporación maternidad, licencias de cuidados familiares;No recibo bono;3 o más ajustes;40;Septiembre;Si, en proyectos ad honorem;Bejerman;Recursos Humanos;No;NA;3;No,  pero escucho ofertas;Bono, refrigerios, esparcimiento;NA;Personas;No;De acuerdo;0.3;Totalmente de acuerdo;No tengo ninguna discapacidad;No;No;Si;Mixto;Noviembre 2021;De la empresa;3 días;Mixta;Algo satisfecho;3;106.46;1;207000;1944.3922600037574;1
166;2021-10-25T20:45:05Z;Mujer cis;31 - 35;Universitario completo;Psicología;Universidad Pública;Argentina;Santa Fe;Relación de Dependencia;Servicios de salud;501 - 1.000;Nacional;5;Analista;Plazo Fijo;Full time;Capacitación y Desarrollo;0;3;3;9;140000;Medicina prepaga / Plan de salud, Horarios flexibles, Vacaciones extendidas, Abono de internet, Comedor / Almuerzos, Equipamiento ergonómico de teletrabajo, Home office, Reintegro en electricidad;No recibo bono;2 ajustes;35;Agosto;No;Visma;Desarrollo humano;No;0;4;No estoy buscando cambiar;Pago de idiomas;Que guardo en la mesita de luz;NA;No;De acuerdo;0.4;Ni de acuerdo ni en desacuerdo;No tengo ninguna discapacidad;No;No;Si;Mixto;Marzo 2022 en adelante;De la empresa;5 días;Mixta;Algo insatisfecho;4;106.46;1;140000;1315.047905316551;1
168;2021-10-25T22:49:09Z;Mujer cis;31 - 35;Universitario completo;RRHH / RRLL / RRTT;Universidad Pública;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Comercio;1.001 - 2.500;Multinacional;4;HRBP;Indeterminado;Full time;Generalista;2;6;3;7;130000;Medicina prepaga / Plan de salud;Dos sueldos;1 solo;25;Mayo;No;SAP / SuccessFactors;Gestión Humana;No;0;4;No,  pero escucho ofertas;Dias extras de vacaciones;N/A;Servicio;No;Totalmente de acuerdo;0.6;En desacuerdo;No tengo ninguna discapacidad;Si;No;No;Presencial 100%;Ya volvimos 100%;De la empresa;No aplica;No hubo ingresos;Algo satisfecho;5;106.46;1;130000;1221.1159120796544;1
169;2021-10-25T22:56:54Z;Mujer cis;31 - 35;Universitario completo;RRHH / RRLL / RRTT;Universidad Pública;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Otros;101 - 250;Nacional;3;Analista;Indeterminado;Full time;Capacitación y Desarrollo;0;5;1;1;94000;Medicina prepaga / Plan de salud, Horarios flexibles, Frutas y snacks, Home office;No recibo bono;No tuve ajustes;30;Noviembre;No;No tenemos sistema de gestión;Recursos Humanos;No;0.1;3;No,  pero escucho ofertas;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;106.46;1;94000;882.960736426827;1
170;2021-10-25T23:29:33Z;Mujer cis;31 - 35;Universitario completo;RRHH / RRLL / RRTT;Universidad Pública;Argentina;Buenos Aires;Relación de Dependencia;Industria metalúrgica, metalmecánica;101 - 250;Multinacional;2;Analista;Indeterminado;Full time;Administración de Personal;0;1;1;9;78000;Medicina prepaga / Plan de salud, Comedor / Almuerzos, Seguro de vida (adicionales a los de ley);No recibo bono;1 solo;24;Abril;No;No tenemos sistema de gestión;Recursos Humanos;Si;0.1;1;No,  pero escucho ofertas;Flexibilidad, capacitaciones, motivación;Por qué no estaba en pareja;Incomprensión;No;En desacuerdo;0.2;Ni de acuerdo ni en desacuerdo;No tengo ninguna discapacidad;Si;No;No;Presencial 100%;Ya volvimos 100%;No aplica;No aplica;Presencial;No aplica / Prefiero no responder;3;106.46;1;78000;732.6695472477926;1
171;2021-10-26T01:58:53Z;Mujer cis;36 - 40;Diplomado de posgrado completo;Administración de Empresas;Universidad Privada;Argentina;Santa Cruz;Relación de Dependencia;Minería;1.001 - 2.500;Multinacional;79;Jefe;Indeterminado;Full time;Generalista;40;6;5;5;385000;Medicina prepaga / Plan de salud, Horarios flexibles, Charter / Servicio de transporte, Frutas y snacks, Gimnasio, Posgrados, Préstamos;Dos sueldos;2 ajustes;45;Julio;No;SAP / SuccessFactors;Recursos Humanos;No;0.2;3;No,  pero escucho ofertas;Estar mas cerca de casa/home office;NA;Servicio;No;De acuerdo;0.2;Ni de acuerdo ni en desacuerdo;No tengo ninguna discapacidad;Si;No;No;Mixto;Enero 2022;De común acuerdo;5 días;Presencial;No aplica / Prefiero no responder;5;106.46;1;385000;3616.381739620515;1
172;2021-10-26T07:34:10Z;Mujer cis;31 - 35;Diplomado de posgrado completo;RRHH / RRLL / RRTT;Universidad Privada;Argentina;Córdoba;Relación de Dependencia;Tecnologías de información;101 - 250;Nacional;4;HRBP;Monotributista;Full time;Generalista;0;3;2;4;91445;Medicina prepaga / Plan de salud, Horarios flexibles, Gimnasio, Home office;No recibo bono;3 o más ajustes;46;Noviembre;No;Tango;Capital Humano;No;NA;4;No,  pero escucho ofertas;NA;NA;Acompañantes;No;Totalmente de acuerdo;0.8;De acuerdo;No tengo ninguna discapacidad;No;No;NA;NA;NA;NA;NA;NA;NA;NA;106.46;1;91445;858.9611121547999;1
173;2021-10-26T09:04:03Z;Mujer cis;31 - 35;Universitario completo;RRHH / RRLL / RRTT;Universidad Privada;Argentina;Córdoba;Relación de Dependencia;Tecnologías de información;51 - 100;Nacional;10;Analista;Indeterminado;Full time;Reclutamiento;0;0;3;6;150000;Medicina prepaga / Plan de salud, Tarjeta de descuento, Horarios flexibles, Abono de celular, Abono de internet, Equipamiento ergonómico de teletrabajo, Home office;No recibo bono;2 ajustes;50;Septiembre;Si, en emprendimiento relacionado con RRHH;No tenemos sistema de gestión;Capital Humano;Si;0.1;5;Sí, activamente;3 semanas de vacaciones y dias flex al año;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;106.46;1;150000;1408.9798985534474;1
174;2021-10-26T09:53:08Z;Mujer cis;25 - 30;Maestría completa;RRHH / RRLL / RRTT;Universidad Privada;Argentina;Río Negro;Relación de Dependencia;Tecnologías de información;1 - 50;Nacional;2;HRBP;Monotributista;Full time;Generalista;0;0;0;3;65000;Abono de internet, Home office;No recibo bono;No tuve ajustes;0;NA;Si, en emprendimiento no relacionado con RRHH;Ninguno;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;106.46;1;65000;610.5579560398272;1
175;2021-10-26T10:07:12Z;Hombre cis;25 - 30;Universitario completo;RRHH / RRLL / RRTT;Universidad Privada;Argentina;Córdoba;Relación de Dependencia;Construcción;51 - 100;Nacional;1;Responsable;Monotributista;Full time;Generalista;0;2;2;5;100000;Horarios flexibles;Menos de un sueldo;3 o más ajustes;57.55;Octubre;Si, en emprendimiento relacionado con RRHH;Bejerman;Recursos Humanos;No;0;4;No,  pero escucho ofertas;Elección de trabajo Remoto o presencial;No recuerdo;Equilibrio;No;Totalmente de acuerdo;0.1;Totalmente en desacuerdo;No tengo ninguna discapacidad;No se;No;No;Presencial 100%;Ya volvimos 100%;De la empresa;No aplica;Presencial;Muy satisfecho;5;106.46;1;100000;939.3199323689649;1
176;2021-10-26T10:12:22Z;Mujer cis;25 - 30;Universitario completo;RRHH / RRLL / RRTT;Universidad Pública;Argentina;Corrientes;Relación de Dependencia;Otros;101 - 250;Nacional;3;Administrativo;Indeterminado;Full time;Administración de Personal;0;2;2;2;45000;No tengo beneficios adicionales;Menos de un sueldo;2 ajustes;1000;Agosto;No;No tenemos sistema de gestión;Oficina de Personal;No;0.2;1;Sí, activamente;Posibilidades de desarrollo y carrera, beneficios y salario acorde, flexibilidad en los horarios de trabajo, método de trabajo hibrido;¿Por qué no queres tener hijos?;Empatía;No;Ni de acuerdo ni en desacuerdo;0;Ni de acuerdo ni en desacuerdo;No tengo ninguna discapacidad;No;No;No;Presencial 100%;Ya volvimos 100%;No aplica;No aplica;Presencial;No aplica / Prefiero no responder;1;106.46;1;45000;422.69396956603424;1
180;2021-10-26T16:18:19Z;Mujer cis;31 - 35;Universitario en curso;Abogacía;Universidad Pública;Argentina;Buenos Aires;Relación de Dependencia;Otros;10.001 o más;Multinacional;5000;Analista;Indeterminado;Full time;Reclutamiento;0;0;0;1;100000;Medicina prepaga / Plan de salud, Horarios flexibles, Abono de internet, Home office, Idiomas;No recibo bono;No tuve ajustes;0;NA;No;Oracle HCM;Recursos Humanos;Si;0.9;5;No estoy buscando cambiar;Vacaciones extendidas;Donde me veía en 5 años;Amplio;No;Totalmente de acuerdo;0.6;Ni de acuerdo ni en desacuerdo;No tengo ninguna discapacidad;Si;No;Si;Remoto 100%;No aplica;De común acuerdo;A elección de cada empleado;Teletrabajo;No aplica / Prefiero no responder;4;106.46;1;100000;939.3199323689649;1
182;2021-10-26T18:34:49Z;Mujer cis;18 - 25;Universitario completo;RRHH / RRLL / RRTT;Universidad Privada;Argentina;Buenos Aires;Relación de Dependencia;Petróleo y producción de gas, refinación de petróleo;51 - 100;Nacional;2;Administrativo;Indeterminado;Full time;Generalista;0;3;0;0;67952;No tengo beneficios adicionales;No recibo bono;2 ajustes;30;Agosto;No;One soft;Recursos Humanos;No;0;3;No estoy buscando cambiar;Home Office, horario flexible;NA;Transversal;Si;Totalmente de acuerdo;0.5;De acuerdo;No tengo ninguna discapacidad;No;No;No;Presencial 100%;Ya volvimos 100%;De la empresa;No aplica;Presencial;Algo insatisfecho;3;106.46;1;67952;638.286680443359;1
183;2021-10-26T19:11:32Z;Hombre cis;25 - 30;Universitario completo;Psicología;Universidad Pública;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Servicios financieros seguros;1 - 50;Multinacional;2;Analista;Plazo Fijo;Full time;Generalista;0;0;0;0;75000;Medicina prepaga / Plan de salud, Horarios flexibles, Home office, Reintegros en capacitación;No recibo bono;2 ajustes;23;Octubre;Si, en emprendimiento no relacionado con RRHH;Jira;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;106.46;1;75000;704.4899492767237;1
184;2021-10-26T19:29:57Z;Mujer cis;25 - 30;Maestría completa;Psicología;Universidad Privada;Perú;NA;Relación de Dependencia;Tecnologías de información;501 - 1.000;Multinacional;30;Analista;Indeterminado;Full time;Reclutamiento;1;0;0;7;6000;Horarios flexibles, Abono de celular, Home office;Menos de un sueldo;No tuve ajustes;0;NA;Si, en emprendimiento no relacionado con RRHH;SmartRecruiters;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4.0567;1;6000;1479.0346833633248;1
185;2021-10-26T19:51:44Z;Mujer cis;31 - 35;Maestría completa;Administración de Empresas;Universidad Privada;Colombia;NA;Relación de Dependencia;Servicios profesionales;1.001 - 2.500;Multinacional;18;HRBP;Indeterminado;Full time;Compensaciones y beneficios;2;1;1;10;4333000;Medicina prepaga / Plan de salud, Horarios flexibles, Licencias extendidas, Abono de internet, Home office, Idiomas, Seguro de vida (adicionales a los de ley);Un sueldo;No tuve ajustes;0;NA;Si, en emprendimiento relacionado con RRHH;SAP / SuccessFactors;Recursos Humanos;Si;0.3;5;No,  pero escucho ofertas;Trabajo remoto;NA;Pasión;No;De acuerdo;0.6;De acuerdo;No tengo ninguna discapacidad;Si;No;Si;Remoto 100%;No aplica;De común acuerdo;A elección de cada empleado;Teletrabajo;No aplica / Prefiero no responder;5;4008.13;1;4333000;1081.052760264762;1
187;2021-10-26T20:19:41Z;Mujer cis;31 - 35;Universitario completo;Ingeniería Industrial;Universidad Pública;Perú;NA;Relación de Dependencia;Bancos, banca online;501 - 1.000;Nacional;7;Analista;Plazo Fijo;Full time;Payroll;1;2;3;5;4800;Medicina prepaga / Plan de salud;Un sueldo;No tuve ajustes;0;Diciembre;No;Spring;Recursos Humanos;No;0.1;3;No,  pero escucho ofertas;Seguro cubierto al 100%, tarjeta de alimentos, homeoffice , cuponera de horas libres;No recuerdo;Servicio;No;De acuerdo;0.3;Totalmente de acuerdo;No tengo ninguna discapacidad;Si;No;Voy rotando entre la oficina y el teletrabajo;Mixto;Enero 2022;De la empresa;3 días;Mixta;Algo insatisfecho;3;4.0567;1;4800;1183.2277466906598;1
188;2021-10-26T20:25:43Z;Hombre cis;36 - 40;Diplomado de posgrado completo;Ingeniería Industrial;Universidad Privada;Perú;NA;Relación de Dependencia;Servicios de consultoría;51 - 100;Nacional;12;Responsable;Plazo Fijo;Full time;Compensaciones y beneficios;1;3;3;11;5500;Medicina prepaga / Plan de salud, Horarios flexibles, Comedor / Almuerzos, Equipamiento ergonómico de teletrabajo, Home office;Menos de un sueldo;No tuve ajustes;5;Julio;Si, en emprendimiento relacionado con RRHH;SAP / SuccessFactors;Recursos Humanos;No;0.1;4;No,  pero escucho ofertas;Nuevos proyectos crecimiento profesional;Con quién vivo?;Retador;No;Totalmente de acuerdo;0.5;Totalmente en desacuerdo;No tengo ninguna discapacidad;Si;Si;Si;Mixto;No esta definido;De la empresa;3 días;Teletrabajo;Algo satisfecho;5;4.0567;1;5500;1355.7817930830477;1
