id;fecha;genero;edad;nivel_formacion;carrera_grado;tipo_universidad;pais;provincia;trabajo;rubro;dotacion;origen_capital;dotacion_rh;puesto;tipo_contratacion;jornada;funcion;personas_a_cargo;anios_empresa;anios_puesto;anios_rh;sueldo_bruto;beneficios;bono;bono_frecuencia;ajuste;ajuste_porcentaje;ajuste_mes;otros_proyectos;partidos_oficina;agenda;idioma_exigencia;idioma_porcentaje;satisfaccion;busqueda;desarrollo;anecdota;influencia_rh;colegio;colegio_fundamento;comunidad;comunidades;tarea_odiosa;diversidad_sexual;discapacidad;libertad_ser;diversidad_management;contrata_senior;contrata_discapacidad;lenguaje_inclusivo;linea_segura;sufrio_acoso;machismo;modalidad;dias_teletrabajo;satisfaccion_retorno;estres;comparacion;motivo;registro_fiscal;anios_freelance;que_te_motivo_a_trabajar_por_tu_cuenta;donde_trabajas_habitualmente;exporta;medio_pago_exterior;cuotas;colaboracion_freelance;servicio_busqueda;busqueda_it;entrevista_ingles;trabajas_a_riesgo;coeficiente;base_coeficiente;garantia;servicio_principal;negociacion;valor_hora
116;2022-10-14T17:26:00Z;Mujer cis;31 - 35;Universitario en curso;RRHH / RRLL / RRTT;Universidad Pública;Argentina;Buenos Aires;Relación de Dependencia;Industria metalúrgica, metalmecánica;51 - 100;Nacional;;Analista;Indeterminado;Full time;Generalista;0;;0;;100000;No tengo beneficios adicionales;No recibo bono;No recibo bono;1 solo;;Agosto;No;Sí;No sé habló aún;No;0.2;3;No,  pero escucho ofertas;1;NA;No tiene un rol importante en la toma de decisiones;No se;Podría ser. La idea de una matrícula profesional no estaría mal.;Si;;Trámites presenciales en organismos públicos;No;No tengo ninguna discapacidad;Ni de acuerdo ni en desacuerdo;0;Si;No;Totalmente de acuerdo;No;No;Si, es muy machista;Presencial 100%;No aplica;Algo satisfecho;10;Mismo nivel de estrés;Sobrecarga de tareas;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA
117;2022-10-14T18:08:10Z;Mujer cis;41 - 45;Diplomado de posgrado en curso;RRHH / RRLL / RRTT;Universidad Privada;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Servicios financieros seguros;51 - 100;Nacional;;Responsable;Indeterminado;Full time;Generalista;0;;8;;220000;Medicina prepaga / Plan de salud, Horarios flexibles, Vacaciones extendidas, Licencias extendidas, Abono de celular, Abono de internet, Comedor / Almuerzos, Frutas y snacks, Gimnasio, Home office, Posgrados, Préstamos;Un sueldo;Semestral;3 o más ajustes;;Julio;No;Sí;No me interesa;No;0;4;No estoy buscando cambiar;3;NA;Si, tiene un rol importante real;No se;NA;Si;;Archivar;No;No tengo ninguna discapacidad;Ni de acuerdo ni en desacuerdo;0.3;No;No;Ni de acuerdo ni en desacuerdo;No;No;Si pero no es tanto;Mixto;3 días;Muy insatisfecho;10;Mismo nivel de estrés;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA
118;2022-10-14T18:18:41Z;Mujer cis;46 - 50;Diplomado de posgrado completo;RRHH / RRLL / RRTT;Universidad Pública;Argentina;Buenos Aires;Relación de Dependencia;Transporte marítimo, puertos;51 - 100;Multinacional;;Director;Indeterminado;Full time;Generalista;9;;1;;1142000;Medicina prepaga / Plan de salud, Vacaciones extendidas, Abono de celular, Combustible, Comedor / Almuerzos, Frutas y snacks, Guadería, Idiomas, Préstamos, Company car;Tres sueldos o más;Anual;2 ajustes;;Julio;No;Sí;Si, bloqueo agenda aunque no haya un lineamiento de la empresa;Si;0.3;2;Sí, activamente;3;NA;Si, tiene un rol importante real;No se;NA;Si;;Organizar la fiesta/regalos de fin de año;No;No tengo ninguna discapacidad;Ni de acuerdo ni en desacuerdo;0.1;No;No;En desacuerdo;Si;Si;Si pero no es tanto;Presencial 100%;No aplica;Algo satisfecho;10;Con más estrés;Carga de trabajo excesiva, largas jornadas, conflictividad laboral, mucho tiempo de viaje, poco work life balance, incompatibilidad con superior;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA
119;2022-10-14T19:01:55Z;Mujer cis;41 - 45;Diplomado de posgrado completo;RRHH / RRLL / RRTT;Universidad Privada;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Servicios de salud;51 - 100;Nacional;;Jefe;Indeterminado;Full time;Generalista;1;;2;;292500;Home office;Menos de un sueldo;Anual;3 o más ajustes;;Agosto;No;Sí;No está permitido;No;0;3;Sí, activamente;2;NA;Se dice que sí, pero en la práctica no tiene un rol importante;Si;Determinar buenas prácticas, asesoramiento;No;;Organizar la fiesta/regalos de fin de año;No;No tengo ninguna discapacidad;Totalmente de acuerdo;0.6;Si;No;Ni de acuerdo ni en desacuerdo;No;No;No es un entorno machista;Mixto;2 días;Algo satisfecho;9;Mismo nivel de estrés;No tener un equipo de trabajo. Haberme tomado 10 días de vacaciones desde 2020;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA
120;2022-10-14T19:03:26Z;Mujer cis;31 - 35;Universitario abandonado;Psicología;Universidad Pública;México;NA;Relación de Dependencia;Servicios financieros seguros;10.001 o más;Multinacional;;Jefe;Indeterminado;Full time;Reclutamiento y selección;4;;2;;65000;Medicina prepaga / Plan de salud, Horarios flexibles, Vacaciones extendidas, Seguro de vida (adicionales a los de ley);Dos sueldos;Anual;No tuve ajustes;;NA;No;No;No me interesa;Si;0.9;5;No estoy buscando cambiar;4;NA;Si, tiene un rol importante real;Si;Para delimitar y sancionar practicas no eticas;Si;;Archivar;No;No tengo ninguna discapacidad;Totalmente de acuerdo;0.6;No;No;Totalmente de acuerdo;Si;No;Si pero no es tanto;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA
121;2022-10-14T19:05:46Z;Hombre cis;31 - 35;Diplomado de posgrado completo;Psicología;Universidad Pública;Argentina;Córdoba;Relación de Dependencia;Servicios de consultoría;51 - 100;Multinacional;;Responsable;Contractor (para otros países);Full time;Reclutamiento y selección;9;;1;;700000;Horarios flexibles, Home office, Spotify / Netflix / Servicios de Streaming;Variable en función de los resultados de compañía;Mensual;No tuve ajustes;;Agosto;No;Trabajo full remoto;No me interesa;Si;0.8;5;No estoy buscando cambiar;3;-;Si, tiene un rol importante real;No se;"No considero que sea necesario, al menos en lo que yo hago. Capaz otras áreas de RRHH sí lo vean necesario, por eso ""no sé"".";No;;Organizar la fiesta/regalos de fin de año;Si;No tengo ninguna discapacidad;De acuerdo;0.5;Si;No se;De acuerdo;Si;No;No es un entorno machista;Remoto 100%;5 días;Muy insatisfecho;4;Con menos estrés;Por los tiempos de respuesta a clientes externos;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA
122;2022-10-14T19:07:14Z;Mujer cis;31 - 35;Diplomado de posgrado completo;Psicología;Universidad Pública;Perú;NA;Relación de Dependencia;Minería;251 - 500;Nacional;;Analista;Plazo Fijo;Full time;Generalista;0;;4;;3300;Reintegros en capacitación;No recibo bono;No recibo bono;1 solo;;Febrero;No;No;No me interesa;No;0.1;3;No,  pero escucho ofertas;2;Le paso a mi amiga, trabajadora social. En la fiesta de fin de año alquilo un espacio amplio para toda la empresa y todo iba bien, perooo, otra empresa de microbuses había alquilado el mismo espacio por la tarde. A la hora del almuerzo, mientras todos los gerentes y trabajadores almorzaban se escuchaba un sonido de reggaeton fuertísimo. Era tan vergonzoso, pero no quedo allí, luego trajeron a bailarinas semidesnudas. Nadie sabía que hacer y se fueron temprano del evento con el sonido de TRA TRA TRA jajaja.;Se dice que sí, pero en la práctica no tiene un rol importante;Si;Recursos Humanos es un área multidisciplinaria. Hay contadores, abogados, psicólogos, relaciones industriales y me parece que debería haber procedimientos para que las personas que forman parte de RH cumplan ciertos requisitos básicos.;No;;Labores operativas: envío de correos repetitivos.;No;No tengo ninguna discapacidad;Ni de acuerdo ni en desacuerdo;0.1;No;No;De acuerdo;Si;Si;Si pero no es tanto;Presencial 100%;No aplica;Muy insatisfecho;8;Con más estrés;Hago 4 horas de viaje diario. Mi calidad de sueño se ha visto impactada.;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA
123;2022-10-14T19:10:44Z;Mujer cis;36 - 40;Universitario abandonado;Administración de Empresas;Universidad Privada;Argentina;Río Negro;Relación de Dependencia;Tecnologías de información;1.001 - 2.500;Nacional;;Analista;Indeterminado;Full time;Administración de personal;5;;3;;350000;Medicina prepaga / Plan de salud, Horarios flexibles, Vacaciones extendidas, Licencias extendidas, Abono de celular, Charter / Servicio de transporte, Comedor / Almuerzos, Home office, Idiomas, Préstamos, Seguro de vida (adicionales a los de ley);Variable en función de los resultados de compañía;Anual;3 o más ajustes;;Septiembre;No;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA
124;2022-10-14T19:48:08Z;Mujer cis;31 - 35;Diplomado de posgrado completo;RRHH / RRLL / RRTT;Universidad Pública;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Función pública;10.001 o más;Nacional;;Analista;Plazo Fijo;Full time;Diseño organizacional;0;;3;;500000;Vacaciones extendidas, Licencias extendidas;No recibo bono;No recibo bono;1 solo;;Octubre;Si, en emprendimiento relacionado con RRHH;Sí;No está permitido;No;0;4;No,  pero escucho ofertas;3;NA;Se dice que sí, pero en la práctica no tiene un rol importante;Si;NA;No;;Archivar;No;No tengo ninguna discapacidad;De acuerdo;0.3;Si;Si;Ni de acuerdo ni en desacuerdo;Si;No;Si pero no es tanto;Presencial 100%;No aplica;Muy insatisfecho;9;Con más estrés;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA
125;2022-10-14T20:01:22Z;Mujer cis;18 - 25;Universitario completo;RRHH / RRLL / RRTT;Universidad Privada;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Función pública;1.001 - 2.500;Nacional;;Analista;Monotributista;Full time;Reclutamiento y selección;0;;1;;145000;No tengo beneficios adicionales;No recibo bono;No recibo bono;3 o más ajustes;;Septiembre;No;No;Sí, formalmente está avalado por la empresa;No;0;4;No estoy buscando cambiar;3;NA;Se dice que sí, pero en la práctica no tiene un rol importante;No se;NA;NA;;Archivar;No;No tengo ninguna discapacidad;De acuerdo;0.6;No;Si;En desacuerdo;Si;No;No es un entorno machista;Mixto;3 días;Algo insatisfecho;8;Con más estrés;Urgencias;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA
126;2022-10-14T20:48:35Z;Mujer cis;41 - 45;Maestría o superior abandonada;RRHH / RRLL / RRTT;Universidad Pública;Argentina;Buenos Aires;Relación de Dependencia;Industrias químicas;10.001 o más;Multinacional;;HRBP;Tercerizado / Outsourced;Full time;Generalista;2;;1;;800000;Medicina prepaga / Plan de salud, Horarios flexibles, Abono de celular, Abono de internet, Charter / Servicio de transporte, Comedor / Almuerzos, Frutas y snacks, Gimnasio, Home office;Variable en función de los resultados de compañía;Anual;2 ajustes;;Octubre;Si, en emprendimiento relacionado con RRHH;Sí;Sí, formalmente está avalado por la empresa;Si;0.7;3;Sí, activamente;3;"Me reclamaron el pago o reintegro por un ""pantalón nuevo"" porque el sujeto fue al baño y se le destiñó el pantalón nuevo al hacer sus necesidades y rozar el pantalón al inodoro que había sido recientemente limpiado y desinfectado con lavandina.";Si, tiene un rol importante real;No se;No tengo fundamento para mi respuesta anterior.;Si;;Filtro de CV, Selección y Entrevistas con candidatos;No;No tengo ninguna discapacidad;De acuerdo;0.2;No;No;En desacuerdo;Si;Si;Si pero no es tanto;Mixto;3 días;Muy satisfecho;5;Mismo nivel de estrés;Incertidumbre por la situación económica y social del país y su impacto en el negocio. Reestructuraciones de la empresa. Tercerizaciones de departamentos/sectores. Explicar todo en inglés!!!!;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA
127;2022-10-14T20:48:38Z;Mujer cis;25 - 30;Universitario completo;RRHH / RRLL / RRTT;Universidad Pública;Argentina;Buenos Aires;Relación de Dependencia;Otros;501 - 1.000;Nacional;;Analista;Indeterminado;Full time;Reclutamiento y selección;0;;1;;130000;Medicina prepaga / Plan de salud, Comedor / Almuerzos, Frutas y snacks;Menos de un sueldo;Semestral;No tuve ajustes;;Octubre;No;Sí;No está permitido;No;0;3;No,  pero escucho ofertas;2;No recuerdo;Se dice que sí, pero en la práctica no tiene un rol importante;No se;.;No;;Archivar;Si;No tengo ninguna discapacidad;En desacuerdo;0.1;No;No;De acuerdo;No;Si;Si, es muy machista;Mixto;A elección de cada sector o empleado;Algo insatisfecho;5;Con menos estrés;Los tiempos;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA
128;2022-10-14T21:21:53Z;Mujer cis;31 - 35;Terciario completo;RRHH / RRLL / RRTT;Universidad Privada;Argentina;Tucumán;Relación de Dependencia;Tecnologías de información;101 - 250;Multinacional;;Analista;Indeterminado;Full time;Generalista;0;;1;;180000;Medicina prepaga / Plan de salud, Horarios flexibles, Vacaciones extendidas, Licencias extendidas, Comedor / Almuerzos, Frutas y snacks, Guadería, Gimnasio, Home office, Idiomas, Carrefour voucher;Menos de un sueldo;Anual;2 ajustes;;Octubre;No;Sí;Sí, formalmente está avalado por la empresa;Si;0.3;5;Sí, activamente;3;NA;Si, tiene un rol importante real;No se;NA;Si;;Archivar;No;No tengo ninguna discapacidad;De acuerdo;0.3;No;No;Totalmente de acuerdo;Si;Si;Si pero no es tanto;Remoto 100%;A elección de cada sector o empleado;No aplica / Prefiero no responder;6;Con menos estrés;Por la gran variedad de tareas que recaen en RRHH( facilities, ese, Dei, etc);NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA
129;2022-10-14T21:25:41Z;Mujer cis;36 - 40;Diplomado de posgrado completo;RRHH / RRLL / RRTT;Universidad Privada;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Servicios profesionales;51 - 100;Nacional;;Analista;Indeterminado;Full time;Generalista;0;;5;;200000;Medicina prepaga / Plan de salud, Horarios flexibles, Vacaciones extendidas, Licencias extendidas, Abono de internet, Equipamiento ergonómico de teletrabajo, Home office, Idiomas, Posgrados, Préstamos;No recibo bono;No recibo bono;3 o más ajustes;;Septiembre;No;Sí;Si, bloqueo agenda aunque no haya un lineamiento de la empresa;Si;0.7;3;No,  pero escucho ofertas;1;Ninguna;Si, tiene un rol importante real;Si;Para que no entre cualquiera a trabajar en el área sin tener estudios acordes.;No;;Trámites presenciales en organismos públicos;No;No tengo ninguna discapacidad;De acuerdo;0.8;No;No;Totalmente de acuerdo;No;Si;No es un entorno machista;Mixto;A elección de cada sector o empleado;Muy insatisfecho;8;Mismo nivel de estrés;Mucha exigencia y poco reconocimiento;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA
130;2022-10-14T22:48:03Z;Mujer cis;36 - 40;Universitario completo;RRHH / RRLL / RRTT;Universidad Pública;Argentina;Neuquén;Relación de Dependencia;Servicios de salud;10.001 o más;Nacional;;Profesional RRHH;Eventual;Full time;Capacitación y Selección;0;;0;;250000;Frutas y snacks;No recibo bono;No recibo bono;3 o más ajustes;;Julio;No;Sí;No se hablo;No;NA;3;No,  pero escucho ofertas;1;NA;No tiene un rol importante en la toma de decisiones;No se;A veces pienso que si, para jerarquizar la formación.;No;;Archivar;No;No tengo ninguna discapacidad;Ni de acuerdo ni en desacuerdo;NA;No;No;De acuerdo;No;No;Si pero no es tanto;Presencial 100%;NA;Algo insatisfecho;7;Con menos estrés;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA
131;2022-10-14T22:58:21Z;Mujer cis;41 - 45;Diplomado de posgrado completo;Psicología;Universidad Privada;Argentina;Mendoza;Relación de Dependencia;Servicios de consultoría;101 - 250;Nacional;;Jefe;Indeterminado;Full time;Generalista;12;;3;;623000;Medicina prepaga / Plan de salud, Horarios flexibles, Licencias extendidas, Abono de celular, Combustible, Comedor / Almuerzos, Frutas y snacks, Idiomas, Voucher $10.000 supermercado;Tres sueldos o más;Anual;3 o más ajustes;;Agosto;No;Sí;Si, bloqueo agenda aunque no haya un lineamiento de la empresa;No;0.1;5;No,  pero escucho ofertas;5;Una persona, entregandome su CV en mano me pregunta si no lo reconozco y ante mi negativa comienza a cantar cuarteto en la recepción y vuelve a preguntarme: no me reconocés? Soy la segunda voz de Jean Carlos! Jaajaajaaaaa ( acá va emoji sorprendido  con ojos bien abiertos);Si, tiene un rol importante real;No se;No estoy segura si son más los beneficios  o las desventajas...;Si;;NA;No;No tengo ninguna discapacidad;De acuerdo;0.3;No;No;De acuerdo;No;No;Si pero no es tanto;Presencial 100%;A elección de cada sector o empleado;Algo satisfecho;5;Con menos estrés;Desbalance entre la carga de trabajo y la caoacidad para hacerle frente;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA
132;2022-10-15T01:18:36Z;Mujer cis;36 - 40;Universitario completo;Psicología;Universidad Pública;Argentina;Buenos Aires;Freelance;NA;NA;NA;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Monotributista;;El cuidado de mis hijos y estar mas presente;Casa;No;No exporto servicios;No;Si;Si;No;No;No;;Remuneración mensual del ingresante;2 meses;NA;NA;NA
133;2022-10-15T02:26:19Z;Mujer cis;36 - 40;Diplomado de posgrado completo;RRHH / RRLL / RRTT;Universidad Pública;Argentina;Buenos Aires;Relación de Dependencia;Petróleo y producción de gas, refinación de petróleo;101 - 250;Multinacional;;Gerente;Indeterminado;Full time;Generalista;5;;5;;850000;Medicina prepaga / Plan de salud, Abono de celular, Combustible, Comedor / Almuerzos, Frutas y snacks, Home office, Idiomas;Variable en función de los resultados de compañía;Anual;3 o más ajustes;;Septiembre;No;Sí;Si, bloqueo agenda aunque no haya un lineamiento de la empresa;Si;0.6;4;No,  pero escucho ofertas;4;NA;Se dice que sí, pero en la práctica no tiene un rol importante;Si;NA;Si;;Trámites presenciales en organismos públicos;No;No tengo ninguna discapacidad;Ni de acuerdo ni en desacuerdo;0.2;No;No;En desacuerdo;Si;No;Si pero no es tanto;Mixto;3 días;Algo satisfecho;4;Con menos estrés;Inflación salarios competitividad;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA
134;2022-10-15T07:33:13Z;Mujer cis;36 - 40;Diplomado de posgrado completo;RRHH / RRLL / RRTT;Universidad Privada;Argentina;Misiones;Relación de Dependencia;Otros;51 - 100;Nacional;;Gerente;Indeterminado;Full time;Diseño organizacional;0;;6;;400000;Medicina prepaga / Plan de salud, Horarios flexibles, Vacaciones extendidas, Abono de celular, Abono de internet, Frutas y snacks, Home office;Un sueldo;Semestral;3 o más ajustes;;Septiembre;No;Sí;Sí, formalmente está avalado por la empresa;No;0;5;No,  pero escucho ofertas;5;.;Si, tiene un rol importante real;Si;.;Si;;Archivar;No;No tengo ninguna discapacidad;Totalmente de acuerdo;0.4;No;No;De acuerdo;No;Si;Si pero no es tanto;Presencial 100%;1 día;Algo satisfecho;1;Con menos estrés;.;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA
135;2022-10-15T07:48:10Z;Hombre cis;46 - 50;Maestría o superior completa;RRHH / RRLL / RRTT;Universidad Pública;Argentina;Buenos Aires;Relación de Dependencia;Silvicultura, madera, celulosa, papel;501 - 1.000;Nacional;;Gerente;Indeterminado;Full time;Generalista;6;;9;;550000;Abono de celular, Comedor / Almuerzos;Dos sueldos;Anual;2 ajustes;;Octubre;No;Sí;Si, bloqueo agenda aunque no haya un lineamiento de la empresa;No;0;2;No,  pero escucho ofertas;2;"Trabajaba colo Jr de rrhh en una empresa.  Existían los mensajes de texto en esa época (no WhatsApp),
. Salí a certificar una firma,, estaba haciendo tiempo afuera para no cruzarme a mi jefa (que era un ogro), mientras pensaba: tengo que saber si Elizabeth se fue, una y otra vez. Tanto pensé que, sin querer, le mando un mensaje a  Elizabeth, mi jefa , pensando que escribía a mis compañeros:""Ya se fue la forra??";Se dice que sí, pero en la práctica no tiene un rol importante;Si;Tenemos la responsabilidad sobre la permanencia o no de las personas en las organizaciones: tenemos que estar debidamente preparados para ocupar el rol, cualquiera no puede estar en el área.;No;;Trámites presenciales en organismos públicos;No;No tengo ninguna discapacidad;Ni de acuerdo ni en desacuerdo;0.4;No;No;Totalmente de acuerdo;Si;Si;Si, es muy machista;Presencial 100%;No aplica;Muy insatisfecho;4;No me siento estresada o estresado;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA
136;2022-10-15T08:05:44Z;Mujer cis;36 - 40;Diplomado de posgrado completo;Administración de Empresas;Universidad Pública;Argentina;Buenos Aires;Relación de Dependencia;Otros;251 - 500;Nacional;;Gerente;Indeterminado;Full time;Generalista;7;;2;;810629;Vacaciones extendidas, Abono de celular, Comedor / Almuerzos, Equipamiento ergonómico de teletrabajo, Home office, Idiomas, Préstamos;Tres sueldos o más;Anual;3 o más ajustes;;Noviembre;No;Sí;No se conversó;No;0.2;5;No estoy buscando cambiar;5;No tengo 1. Tengo miles. Desde gente que me trajo regalos a la entrevista hasta gente que te cuenta cosas como si fueses psicólogo.;Si, tiene un rol importante real;No;No creo que esta disciplina lo amerite.;Si;;Trámites presenciales en organismos públicos;No;No tengo ninguna discapacidad;Totalmente de acuerdo;0.2;Si;No;Totalmente en desacuerdo;No;No;No es un entorno machista;Mixto;3 días;Muy satisfecho;8;Mismo nivel de estrés;Tenemos mucho trabajo por los proyectos en los cuales se embarcó el directorio.;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA
137;2022-10-15T09:18:05Z;Hombre cis;36 - 40;Universitario completo;RRHH / RRLL / RRTT;Universidad Privada;Argentina;Ciudad Autónoma de Buenos Aires;Relación de Dependencia;Tecnologías de información;51 - 100;Nacional;;Gerente;Indeterminado;Full time;Generalista;3;;5;;718000;Medicina prepaga / Plan de salud, Tarjeta de descuento, Horarios flexibles, Vacaciones extendidas, Licencias extendidas, Abono de internet, Comedor / Almuerzos, Equipamiento ergonómico de teletrabajo, Gimnasio, Home office, Idiomas, Seguro de vida (adicionales a los de ley), Reintegro en electricidad;Tres sueldos o más;Anual;2 ajustes;;Agosto;No;Trabajo full remoto;Sí, formalmente está avalado por la empresa;No;0;5;No,  pero escucho ofertas;1;NA;Si, tiene un rol importante real;No se;No sabría cuál sería el rol del colegio;No;;Trámites presenciales en organismos públicos;Si;No tengo ninguna discapacidad;Totalmente de acuerdo;0.5;No;No;En desacuerdo;No;Si;No es un entorno machista;Remoto 100%;5 días;No aplica / Prefiero no responder;9;Con más estrés;La rotación en el rubro es alta y eso impacta en los equipos más en el equipo de gerentes. Pagamos en pesos y el principal motivo de renuncia es pagos en USD;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA
